1	65418	71585	OR4F5
1	450739	451678	OR4F29
1	685715	686654	OR4F16
1	923922	944575	SAMD11
1	944202	959309	NOC2L
1	960583	965719	KLHL17
1	966481	975865	PLEKHN1
1	975197	982117	PERM1
1	998961	1000172	HES4
1	1001137	1014540	ISG15
1	1020119	1056119	AGRN
1	1070966	1074306	RNF223
1	1081817	1116361	C1orf159
1	1173879	1197936	TTLL10
1	1203507	1206592	TNFRSF18
1	1211325	1214153	TNFRSF4
1	1216930	1232031	SDF4
1	1232236	1235041	B3GALT6
1	1242445	1246722	C1QTNF12
1	1253908	1273864	UBE2J2
1	1280435	1292029	SCNN1D
1	1292389	1309609	ACAP3
1	1308596	1311677	PUSL1
1	1311584	1324687	INTS11
1	1324755	1328896	CPTP
1	1331279	1335314	TAS1R3
1	1335275	1349418	DVL1
1	1352688	1361777	MXRA8
1	1373729	1375207	AURKAIP1
1	1385710	1399335	CCNL2
1	1401908	1407293	MRPL20
1	1418419	1421769	ANKRD65
1	1425870	1430255	TMEM88B
1	1434860	1442882	VWA1
1	1449688	1470163	ATAD3C
1	1471764	1497848	ATAD3B
1	1512161	1534685	ATAD3A
1	1534777	1540624	TMEM240
1	1541672	1574863	SSU72
1	1598011	1600135	FNDC10
1	1615453	1630605	MIB2
1	1632162	1635263	MMP23B
1	1635224	1659012	CDK11B
1	1659528	1692795	SLC35E2B
1	1702378	1724357	CDK11A
1	1751231	1780457	NADK
1	1785284	1892292	GNB1
1	1915107	1917296	CALML6
1	1917589	1919279	TMEM52
1	1921950	2003837	CFAP74
1	2019328	2030758	GABRD
1	2050410	2185395	PRKCZ
1	2184460	2212720	FAAP20
1	2227387	2310213	SKI
1	2321252	2391707	MORN1
1	2391774	2405442	RER1
1	2403963	2413797	PEX10
1	2425979	2505532	PLCH2
1	2508536	2526597	PANK4
1	2528744	2530263	HES5
1	2555638	2565382	TNFRSF14
1	2586490	2591469	PRXL2B
1	2590638	2633016	MMEL1
1	2636985	2801693	TTC34
1	3021466	3022903	ACTRT2
1	3069167	3438621	PRDM16
1	3454664	3481113	ARHGEF16
1	3487950	3611508	MEGF6
1	3625014	3630127	TPRG1L
1	3630766	3652761	WRAP73
1	3652515	3736201	TP73
1	3746459	3771645	CCDC27
1	3772748	3775982	SMIM1
1	3778558	3796498	LRRC47
1	3812085	3857396	CEP104
1	3857266	3885429	DFFB
1	3889124	3900293	C1orf174
1	4654608	4792534	AJAP1
1	5862810	5992473	NPHP4
1	5990926	6101193	KCNAB2
1	6101786	6180321	CHD5
1	6185019	6209389	RPL22
1	6205474	6221299	RNF207
1	6221192	6235972	ICMT
1	6244178	6245578	HES3
1	6247352	6261098	GPR153
1	6264268	6393767	ACOT7
1	6412417	6424670	HES2
1	6424775	6461367	ESPN
1	6460785	6466175	TNFRSF25
1	6467121	6520074	PLEKHG5
1	6521346	6554513	NOL9
1	6555306	6579755	TAS1R1
1	6579993	6589280	ZBTB48
1	6590723	6614607	KLHL21
1	6613730	6624030	PHF13
1	6624867	6635586	THAP3
1	6634167	6701924	DNAJC11
1	6785453	7769706	CAMTA1
1	7771295	7781432	VAMP3
1	7784290	7845177	PER3
1	7843082	7853512	UTS2
1	7915870	7943165	TNFRSF9
1	7954290	7985505	PARK7
1	8004403	8026309	ERRFI1
1	8318113	8344167	SLC45A1
1	8352396	8848921	RERE
1	8860999	8879190	ENO1
1	8945866	8975092	CA6
1	9002972	9026423	SLC2A7
1	9035105	9088478	SLC2A5
1	9100304	9129102	GPR157
1	9234773	9271337	H6PD
1	9292893	9369532	SPSB1
1	9539464	9585173	SLC25A33
1	9588910	9614877	TMEM201
1	9629888	9729114	PIK3CD
1	9728925	9823984	CLSTN1
1	9848275	9910336	CTNNBIP1
1	9922112	9943407	LZIC
1	9943427	9985501	NMNAT1
1	9997205	10016021	RBP7
1	10032831	10181239	UBE4B
1	10210569	10381603	KIF1B
1	10398591	10420511	PGD
1	10430101	10452153	CENPS-CORT
1	10430432	10442808	CENPS
1	10450030	10451998	CORT
1	10456521	10472529	DFFA
1	10472287	10630758	PEX14
1	10636603	10796650	CASZ1
1	10946470	10982076	C1orf127
1	11012343	11030528	TARDBP
1	11022008	11047239	MASP2
1	11054583	11060020	SRM
1	11066617	11099869	EXOSC10
1	11106534	11262556	MTOR
1	11189354	11195981	ANGPTL7
1	11273197	11296049	UBIAD1
1	11479154	11537551	DISP3
1	11637017	11655785	FBXO2
1	11654374	11663327	FBXO44
1	11657229	11691811	MAD2L2
1	11664199	11674354	FBXO6
1	11691709	11725857	DRAXIN
1	11736083	11754802	AGTRAP
1	11761786	11789585	C1orf167
1	11785722	11806455	MTHFR
1	11806095	11848079	CLCN6
1	11845708	11848345	NPPA
1	11857463	11858945	NPPB
1	11919590	11926428	KIAA2013
1	11934204	11975538	PLOD1
1	11980180	12015211	MFN2
1	12019465	12032045	MIIP
1	12063302	12144207	TNFRSF8
1	12166990	12209228	TNFRSF1B
1	12230029	12512047	VPS13D
1	12567908	12620133	DHRS3
1	12644084	12667076	AADACL4
1	12716109	12728760	AADACL3
1	12746199	12763699	CFAP107
1	12773737	12777906	PRAMEF12
1	12791396	12796628	PRAMEF1
1	12824604	12831410	PRAMEF11
1	12847376	12848720	HNRNPCL1
1	12857085	12861909	PRAMEF2
1	12879211	12886201	PRAMEF4
1	12892895	12898270	PRAMEF10
1	12916609	12920751	PRAMEF7
1	12938471	12947580	PRAMEF6
1	13049475	13056575	PRAMEF27
1	13060768	13062878	HNRNPCL3
1	13068676	13077884	PRAMEF25
1	13115487	13116854	HNRNPCL2
1	13148904	13158116	PRAMEF26
1	13163913	13165631	HNRNPCL4
1	13171847	13179459	PRAMEF9
1	13196187	13201409	PRAMEF13
1	13222694	13226154	PRAMEF18
1	13254197	13263435	PRAMEF5
1	13281303	13285137	PRAMEF8
1	13303538	13308907	PRAMEF33
1	13315580	13322598	PRAMEF15
1	13341891	13347134	PRAMEF14
1	13368430	13371947	PRAMEF19
1	13389631	13392629	PRAMEF17
1	13410449	13421328	PRAMEF20
1	13474972	13514003	LRRC38
1	13583464	13617957	PDPN
1	13700187	13825079	PRDM2
1	13892791	15118043	KAZN
1	15152531	15220478	TMEM51
1	15236520	15400283	FHAD1
1	15409887	15430339	EFHD2
1	15438441	15449242	CTRC
1	15456727	15472091	CELA2A
1	15465908	15491395	CELA2B
1	15490831	15526534	CASP9
1	15526812	15592379	DNAJC16
1	15571698	15585051	AGMAT
1	15617457	15669044	DDI2
1	15659712	15662033	RSC1A1
1	15684319	15734769	PLEKHM2
1	15736257	15741392	SLC25A34
1	15742498	15747982	TMEM82
1	15756606	15786594	FBLIM1
1	15807168	15809348	UQCRHL
1	15836094	15940456	SPEN
1	15941868	15976132	ZBTB17
1	16004235	16008807	SRARP
1	16014027	16019594	HSPB7
1	16018874	16034050	CLCNKA
1	16040251	16057311	CLCNKB
1	16057768	16073651	FAM131C
1	16124336	16156069	EPHA2
1	16197853	16212652	ARHGEF19
1	16231691	16237183	CPLANE2
1	16246839	16352480	FBXO42
1	16352574	16398145	SZRD1
1	16387116	16437424	SPATA21
1	16440720	16460078	NECAP2
1	16562318	16613562	NBPF1
1	16740272	16972964	CROCC
1	16974501	16980632	MFAP2
1	16985957	17011928	ATP13A2
1	17018663	17054151	SDHB
1	17066760	17119451	PADI2
1	17205127	17246007	PADI1
1	17249097	17284233	PADI3
1	17308194	17364004	PADI4
1	17372195	17401699	PADI6
1	17406759	17439677	RCC2
1	17539697	17697874	ARHGEF10L
1	17755332	17827063	ACTL8
1	18107797	18378483	IGSF21
1	18480929	18485974	KLHDC7A
1	18630845	18748866	PAX7
1	18839598	18859660	TAS1R2
1	18871429	18902724	ALDH4A1
1	18904279	18956676	IFFO2
1	19074509	19210266	UBR4
1	19215659	19251552	EMC1
1	19251804	19260128	MRTO4
1	19265981	19274194	AKR7L
1	19282572	19288770	AKR7A3
1	19301990	19312144	AKR7A2
1	19312325	19329300	SLC66A1
1	19338774	19485539	CAPZB
1	19484402	19629821	MICOS10
1	19596978	19658456	NBL1
1	19597066	19656927	MICOS10-NBL1
1	19664874	19680966	HTR6
1	19682239	19799945	TMCO4
1	19814028	19815283	RNF186
1	19882394	19912945	OTUD3
1	19920008	19923617	PLA2G2E
1	19975430	19980416	PLA2G2A
1	20028178	20091911	PLA2G5
1	20111938	20119566	PLA2G2D
1	20139322	20150381	PLA2G2F
1	20161252	20186518	PLA2G2C
1	20186095	20196050	UBXN10
1	20290874	20359518	VWA5B1
1	20482390	20486210	CAMK2N1
1	20499447	20508151	MUL1
1	20552572	20555020	FAM43B
1	20589085	20618903	CDA
1	20633457	20651511	PINK1
1	20651766	20661544	DDOST
1	20664013	20718017	KIF17
1	20719730	20732837	SH2D5
1	20740265	20787323	HP1BP3
1	20806291	21177285	EIF4G3
1	21217246	21345572	ECE1
1	21440127	21485005	NBPF3
1	21509396	21578410	ALPL
1	21596220	21669357	RAP1GAP
1	21678297	21783606	USP48
1	21812264	21825225	LDLRAD2
1	21822243	21937310	HSPG2
1	21977021	21998642	CELA3B
1	22001656	22012542	CELA3A
1	22052626	22101360	CDC42
1	22117312	22143969	WNT4
1	22428837	22531157	ZBTB40
1	22563488	22603595	EPHA8
1	22635076	22639678	C1QA
1	22643013	22648110	C1QC
1	22652761	22661637	C1QB
1	22710838	22921500	EPHB2
1	22953042	22972866	LACTBL1
1	23010833	23019100	TEX46
1	23019442	23083689	KDM1A
