chr11	32200001	32250000	125.407	0.07732	1.0946799999999968
chr2	208950001	209000000	32.5183	61.2814	18.568299999999994
chr21	5950001	6000000	0.0	0.0	1.87898
chr8	87750001	87800000	46.9355	33.64	49.553499999999985
chr9	96500001	96550000	64.7548	68.3187	20.30649999999997
chr5	171500001	171550000	0.07754	70.7841	6.811360000000008
chr13	48850001	48900000	44.2333	34.9323	44.567400000000006
chr20	13200001	13250000	65.7147	59.6421	33.079200000000014
chr1	134650001	134700000	0.0	0.0	0.0
chr11	108550001	108600000	87.3582	0.0	4.784100000000009
chr12	73000001	73050000	38.692	74.2541	11.255899999999997
chr14	59050001	59100000	0.0	0.0	126.36
chr20	3850001	3900000	72.7648	80.4324	2.722799999999978
chr6	51150001	51200000	42.634	80.2264	1.3915999999999968
chr11	61750001	61800000	86.6432	0.0	31.6948
chr16	1200001	1250000	49.7242	65.4795	3.9802999999999997
chr13	100600001	100650000	78.7187	43.0456	1.8607000000000085
chr16	16200001	16250000	46.4021	81.0059	3.9720000000000084
chr16	76550001	76600000	0.13518	65.2978	9.503519999999995
chr12	75550001	75600000	33.3402	65.1684	27.609399999999994
chr11	77850001	77900000	118.007	0.0	1.823999999999998
chr4	125100001	125150000	90.1933	78.8699	5.313800000000015
chr16	72050001	72100000	0.0	75.4726	1.024000000000001
chr8	142950001	143000000	37.16	59.5889	19.92110000000001
chrX	67400001	67450000	0.0	0.0	0.0
chr13	22300001	22350000	63.6659	46.9876	1.2554999999999978
chr11	21400001	21450000	96.2287	0.04244	2.359960000000001
chr18	78850001	78900000	1.55826	62.435	0.6800399999999982
chr6	3500001	3550000	64.858	70.6146	10.76740000000001
chr8	88450001	88500000	43.0638	74.5493	12.08590000000001
chr5	53850001	53900000	0.0	76.2627	1.1210000000000093
chr13	109150001	109200000	69.7496	47.0188	1.323599999999999
chr6	13650001	13700000	66.7304	84.4711	3.1454999999999984
chr10	57400001	57450000	0.0	75.8035	2.0729999999999933
chr1	152700001	152750000	0.17764	142.529	3.14136000000002
chr5	25300001	25350000	0.0	73.2943	2.886899999999997
chr1	62200001	62250000	78.0036	1.281	0.4064999999999941
chr12	34200001	34250000	9.30252	33.524	91.06048
chr12	51800001	51850000	39.0299	85.2342	2.985900000000001
chr6	100150001	100200000	49.064	39.3923	2.0031000000000034
chr1	2050001	2100000	87.7139	1.77164	0.9534599999999926
chr16	25350001	25400000	35.4351	70.7163	3.178600000000003
chr4	29750001	29800000	26.309	32.8489	13.2046
chr8	21450001	21500000	40.1535	65.7849	1.4766000000000048
chr2	83050001	83100000	35.4382	72.7843	1.8385000000000105
chr10	62150001	62200000	0.0	73.1645	0.6140999999999934
chr20	6500001	6550000	96.2541	72.3449	2.8940000000000055
chr2	185350001	185400000	35.6518	72.0115	7.53670000000001
chr22	33550001	33600000	68.4364	76.6329	2.6136999999999944
chr17	10950001	11000000	84.3434	43.6137	1.7308999999999912
chr8	73950001	74000000	41.4595	71.1087	1.349800000000016
chr2	102700001	102750000	29.024	69.8425	15.480499999999992
chr13	9400001	9450000	0.0	0.0	0.0
chr4	54450001	54500000	79.3436	69.6947	0.6807000000000016
chr20	54050001	54100000	69.6206	72.1942	1.097200000000015
chr4	69700001	69750000	89.8247	77.0402	0.8730999999999938
chr9	27800001	27850000	1.88962	35.6408	45.05208
chr13	38150001	38200000	67.1918	59.241	3.369199999999992
chr4	139500001	139550000	64.9301	60.7982	29.691699999999997
chr6	137200001	137250000	54.1976	46.1993	3.1950999999999965
chr18	65350001	65400000	2.25242	87.4238	1.3819799999999987
chr11	14800001	14850000	109.322	0.0	4.0519999999999925
chr7	140650001	140700000	75.8099	131.527	20.955100000000016
chr2	183850001	183900000	33.7627	83.4172	2.6041000000000025
chr1	25700001	25750000	67.7278	0.94478	5.012619999999998
chr2	189800001	189850000	41.9683	76.5513	2.811400000000006
chr4	89200001	89250000	84.2555	78.715	6.381499999999988
chr5	87400001	87450000	0.0	63.3517	22.501600000000003
chr9	90750001	90800000	76.3107	82.8541	4.200199999999995
chr16	59150001	59200000	0.18938	70.4393	0.9666199999999918
chr6	70250001	70300000	52.2825	33.9022	3.9513000000000034
chr2	72800001	72850000	33.4826	76.5918	5.056600000000003
chr1	214100001	214150000	0.03996	125.233	17.198040000000006
chr11	95150001	95200000	59.8111	0.53898	30.598219999999998
chr2	139450001	139500000	28.3798	70.2944	1.2845999999999975
chr18	64100001	64150000	2.10256	77.1438	1.2485400000000055
chr5	11750001	11800000	0.07504	55.0578	7.838659999999997
chr6	158650001	158700000	49.4492	39.4501	2.8462999999999994
chr17	62500001	62550000	64.6143	31.11	25.393699999999995
chr13	29300001	29350000	59.0146	41.3457	1.676700000000011
chr17	46300001	46350000	0.0	0.0	0.25982
chr1	54750001	54800000	67.3195	1.00664	0.564959999999985
chr5	120050001	120100000	0.0	70.0019	11.0809
chr22	34600001	34650000	73.1958	82.363	7.1781999999999755
chr3	184500001	184550000	80.9819	77.9434	3.153700000000015
chr16	33750001	33800000	72.3189	37.6275	43.95360000000001
chr2	180650001	180700000	26.0454	70.116	2.142700000000005
chr18	26350001	26400000	1.27456	55.0677	27.06494
chr16	30500001	30550000	40.213	78.5767	3.965299999999985
chr5	5650001	5700000	0.0	66.3055	6.957700000000003
chr5	59650001	59700000	0.59724	58.8963	16.275760000000005
chrY	47500001	47550000	0.0	0.0	0.0
chr14	27450001	27500000	0.0	92.958	12.069000000000003
chr9	38100001	38150000	57.1725	60.1824	38.03009999999999
chr7	9450001	9500000	81.8951	72.9891	1.4478000000000009
chr1	59250001	59300000	67.1023	0.99492	8.698080000000004
chrX	15250001	15300000	0.0	0.0	0.0
chr6	700001	750000	69.0008	64.0803	11.175900000000013
chr11	130150001	130200000	96.4987	0.10794	1.6714599999999962
chr1	148100001	148150000	0.04042	152.738	1.0615799999999922
chr9	40050001	40100000	9.85556	8.68216	107.00228000000001
chr2	72950001	73000000	34.0367	62.6198	13.697500000000005
chr5	159700001	159750000	0.0	56.7527	27.282199999999996
chr3	64100001	64150000	79.1034	67.7175	1.7981000000000051
chr5	14100001	14150000	0.02062	72.4863	0.8145800000000065
chrX	114400001	114450000	0.0	0.0	0.0
chr22	49300001	49350000	85.1883	66.5729	4.642799999999994
chr14	4550001	4600000	0.0	0.0	0.0
chr20	6950001	7000000	72.0045	78.3781	3.443399999999997
chr1	151900001	151950000	0.0	139.863	2.11099999999999
chr1	101500001	101550000	71.305	0.22444	1.9072599999999937
chr8	139950001	140000000	35.748	70.2716	1.1774000000000058
chr22	39750001	39800000	41.3687	45.3842	69.4841
chr1	234300001	234350000	0.05058	154.427	6.346420000000023
chr9	41950001	42000000	63.3989	96.2931	56.70099999999999
chr21	35500001	35550000	36.2765	80.0524	10.316099999999992
chr14	80600001	80650000	0.07228	123.294	1.70671999999999
chrX	125300001	125350000	0.0	0.0	0.0
chr3	87200001	87250000	71.4396	74.6653	7.298100000000005
chr10	61350001	61400000	0.0	58.5479	6.343800000000002
chr1	45850001	45900000	78.5954	0.52352	0.6558799999999962
chr17	79800001	79850000	81.9608	29.3599	4.121299999999991
chr18	52750001	52800000	2.14052	76.6627	4.6825800000000015
chr3	128000001	128050000	48.8022	54.6246	33.32520000000001
chr13	111200001	111250000	62.8529	38.356	16.280100000000004
chr19	12350001	12400000	41.2336	88.2027	4.194700000000012
chr11	96500001	96550000	100.754	0.0	2.461999999999989
chr12	1650001	1700000	40.6882	69.3187	1.9480999999999966
chr12	7300001	7350000	42.7411	76.3409	2.10799999999999
chr12	93100001	93150000	35.595	70.4698	6.537199999999999
chr1	125150001	125200000	95.3108	30.8106	300.6686
chrX	88250001	88300000	0.0	0.0	0.0
chr10	12450001	12500000	1.81006	80.4452	1.0037400000000076
chr20	17950001	18000000	73.6268	81.7093	2.009900000000016
chr3	140800001	140850000	71.6171	66.254	21.046899999999994
chr7	147900001	147950000	69.2752	73.0466	1.8042000000000087
chr2	160100001	160150000	8.43402	5.18234	115.11564
chr2	11400001	11450000	34.3724	70.0398	7.158799999999999
chr17	72450001	72500000	74.0572	35.495	7.9658000000000015
chr14	71500001	71550000	0.16598	117.282	2.190020000000004
chr2	45150001	45200000	36.4074	74.3038	2.1588000000000136
chr3	67200001	67250000	71.186	83.1739	16.581099999999992
chr12	110900001	110950000	34.6725	80.4101	3.0093999999999994
chr7	124900001	124950000	82.999	83.0159	1.27109999999999
chr10	5400001	5450000	0.01544	85.822	0.6952600000000047
chr4	58300001	58350000	74.2278	65.7028	12.249400000000009
chr3	108700001	108750000	76.3072	73.2208	4.7309999999999945
chr10	27250001	27300000	1.9579	66.0549	1.3138000000000005
chr12	10500001	10550000	26.4742	75.8278	2.7320000000000135
chr7	118050001	118100000	59.7782	57.1182	47.18360000000001
chr11	130500001	130550000	79.5385	0.0	4.165800000000004
chr15	26250001	26300000	69.2171	0.18648	15.891819999999996
chr12	100200001	100250000	47.1805	72.0129	9.422600000000017
chr8	22550001	22600000	33.1471	80.2374	4.5434999999999945
chr13	35200001	35250000	57.1444	40.477	26.88260000000001
chr4	146350001	146400000	79.405	71.9384	5.115600000000001
chr18	11500001	11550000	2.53244	63.3082	17.634460000000004
chr2	112050001	112100000	81.3345	33.8095	2.263999999999996
chr15	6150001	6200000	0.0	0.0	0.0
chr14	65000001	65050000	0.01752	117.482	4.575479999999999
chr1	241150001	241200000	173.43	0.12456	3.9564399999999864
chr5	181000001	181050000	0.10438	66.5192	2.281719999999993
chrX	27300001	27350000	0.0	0.0	0.0
chr11	91550001	91600000	69.9029	0.065	18.272800000000004
chr21	45500001	45550000	27.292	58.0491	33.81989999999999
chr8	37450001	37500000	35.1988	64.7023	18.57390000000001
chr1	224000001	224050000	2.83398	159.068	14.506019999999978
chr5	16250001	16300000	0.0	48.0666	25.821499999999993
chr1	232700001	232750000	148.058	0.01982	17.68217999999999
chr15	53050001	53100000	66.4695	0.15038	7.535620000000009
chr14	9050001	9100000	0.0	0.0	0.0
chrY	33650001	33700000	0.0	0.0	0.0
chr6	36800001	36850000	48.393	69.7508	23.53219999999999
chr21	20700001	20750000	33.2717	66.8589	3.479399999999984
chr12	131250001	131300000	35.4914	62.313	1.1979000000000042
chr2	110500001	110550000	0.0	0.0	2.17208
chr2	195200001	195250000	41.8542	67.5616	2.3962000000000074
chr3	45300001	45350000	61.8913	78.0238	20.2979
chr14	75700001	75750000	0.04222	134.795	4.051780000000036
chr11	35750001	35800000	114.537	0.10016	3.7138399999999905
chr10	63450001	63500000	0.03748	88.5159	1.2168199999999985
chr10	30850001	30900000	1.77166	78.4215	0.39184000000000196
chr6	29000001	29050000	52.2507	81.051	1.5043000000000006
chr1	24000001	24050000	65.7719	1.55252	21.28488
chr21	19500001	19550000	32.4799	66.6049	8.212199999999996
